CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE.DESCRIPTION,INSPECTION.DATE,ACTION,VIOLATION.CODE,VIOLATION.DESCRIPTION,CRITICAL.FLAG,SCORE,GRADE,GRADE.DATE,RECORD.DATE,INSPECTION.TYPE,add,lon,lat,geoAddress
41560849,CIRCLE LINE MANHATTAN,MANHATTAN,0,WEST 42 STREET,10036,2126308882,American,5/21/15,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,14,,,9/27/17,Cycle Inspection / Initial Inspection,0 WEST 42 STREET,-80.2534889,36.1062164,"712-22 w northwest blvd, winston-salem, nc 27101, usa"
50033976,SEAMORE'S,MANHATTAN,390,BROOME ST,10013,2127306005,Seafood,8/24/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,7,A,8/24/15,9/27/17,Pre-permit (Operational) / Re-inspection,390 BROOME ST,-73.9970027,40.7207594,"390 broome st, new york, ny 10013, usa"
41678381,MOTI MAHAL DELUX,MANHATTAN,1149,1 AVENUE,10065,2123713535,Indian,8/17/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,83,C,8/17/16,9/27/17,Cycle Inspection / Re-inspection,1149 1 AVENUE,-73.9604595,40.7620943,"1149 1st avenue, new york, ny 10065, usa"
41569330,CHIPOTLE MEXICAN GRILL,MANHATTAN,1497,3 AVENUE,10028,6469988241,Mexican,5/24/16,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,11,A,5/24/16,9/27/17,Cycle Inspection / Initial Inspection,1497 3 AVENUE,-117.064513,32.5994901,"1497 3rd ave, chula vista, ca 91911, usa"
50002380,Kurant,MANHATTAN,1091,2ND AVE,10022,6463706928,Armenian,11/20/14,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,25,,,9/27/17,Cycle Inspection / Initial Inspection,1091 2ND AVE,-73.9652699,40.7597389,"1091 2nd ave, new york, ny 10022, usa"
50000744,NEW YORK BAGELS & DELI,MANHATTAN,587,FIRST AVENUE,10016,2127253777,Bagels/Pretzels,5/15/17,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,5,A,5/15/17,9/27/17,Cycle Inspection / Re-inspection,587 FIRST AVENUE,-73.9739594,40.7435841,"587 1st avenue, new york, ny 10016, usa"
40874688,BOWERY ELECTRIC,MANHATTAN,327,BOWERY,10003,2122280228,American,5/21/15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,5/21/15,9/27/17,Cycle Inspection / Initial Inspection,327 BOWERY,-73.9916801,40.7256939,"327 bowery, new york, ny 10003, usa"
50011230,CAFE FREDERICK HARLEM PARLOR,MANHATTAN,2104,FREDERICK DOUGLASS BLVD,10026,2122221987,American,7/16/14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,B,7/16/14,9/27/17,Pre-permit (Operational) / Re-inspection,2104 FREDERICK DOUGLASS BLVD,-73.9560847,40.8029003,"2104 frederick douglass blvd, new york, ny 10026, usa"
50048097,MEE'S NOODLE,MANHATTAN,930,2ND AVE,10022,2128880027,Chinese,9/15/16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,B,9/15/16,9/27/17,Cycle Inspection / Re-inspection,930 2ND AVE,-73.968458,40.754396,"930 2nd ave, new york, ny 10022, usa"
50001852,DUNKIN' DONUTS,MANHATTAN,2258,1ST AVENUE,10035,7324062445,Donuts,4/14/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,4/14/17,9/27/17,Cycle Inspection / Re-inspection,2258 1ST AVENUE,-73.9350648,40.7960512,"2258 1st avenue, new york, ny 10035, usa"
41500642,BOB BAR,MANHATTAN,235,ELDRIDGE STREET,10002,2125291807,American,4/15/16,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,4/15/16,9/27/17,Cycle Inspection / Initial Inspection,235 ELDRIDGE STREET,-73.9899847,40.7224441,"235 eldridge st, new york, ny 10002, usa"
50001406,RESERVE CUT,MANHATTAN,40,BROAD ST,10004,2127470300,Jewish/Kosher,5/26/16,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,16,,,9/27/17,Cycle Inspection / Initial Inspection,40 BROAD ST,-74.0117772,40.7060375,"40 broad st, new york, ny 10004, usa"
41681758,CAFE FRESCO,MANHATTAN,205,EAST   60 STREET,10022,2123555151,American,1/2/15,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,9,A,1/2/15,9/27/17,Cycle Inspection / Re-inspection,205 EAST   60 STREET,-73.9872833,40.7712364,"205 w 60th st, new york, ny 10023, usa"
40561340,SUGAR BAR,MANHATTAN,254,WEST   72 STREET,10023,2125790222,American,8/1/14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,8/1/14,9/27/17,Cycle Inspection / Re-inspection,254 WEST   72 STREET,-79.6832439,39.0985616,"254 wv-72, parsons, wv 26287, usa"
41128669,CONGEE RESTAURANT,MANHATTAN,207,BOWERY,10002,2127662828,Chinese,1/5/16,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,30,,,9/27/17,Cycle Inspection / Initial Inspection,207 BOWERY,-73.9932758,40.7212333,"207 bowery, new york, ny 10002, usa"
41113037,BITE,MANHATTAN,211,EAST   14 STREET,10003,2126773123,Mediterranean,8/17/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,8/17/15,9/27/17,Cycle Inspection / Re-inspection,211 EAST   14 STREET,-97.7382437,30.2750178,"211 e 14th st, austin, tx 78701, usa"
50063442,FAT CAT KITCHEN,MANHATTAN,223,E 14TH ST,10003,2122351404,American,9/25/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,9/25/17,9/27/17,Cycle Inspection / Initial Inspection,223 E 14TH ST,-73.9860812,40.7331146,"223 e 14th st, new york, ny 10003, usa"
40700664,PHO BANG RESTAURANT,MANHATTAN,157,MOTT STREET,10013,2129663797,Vietnamese/Cambodian/Malaysia,9/12/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,,,9/27/17,Cycle Inspection / Initial Inspection,157 MOTT STREET,-73.9965554,40.7195127,"157 mott st, new york, ny 10013, usa"
41485255,TOASTIES CAFE,MANHATTAN,599,LEXINGTON AVENUE,10022,2126448780,Delicatessen,4/18/17,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Re-inspection,599 LEXINGTON AVENUE,-73.9708356,40.757962,"599 lexington avenue, 599 lexington ave, new york, ny 10022, usa"
41632866,CITY CAFE,MANHATTAN,35,WEST   43 STREET,10036,2127640444,Delicatessen,6/2/14,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,38,C,6/2/14,9/27/17,Cycle Inspection / Re-inspection,35 WEST   43 STREET,-73.9819819,40.7550857,"35 w 43rd st, new york, ny 10036, usa"
50048204,ANTIQUE CAFE,MANHATTAN,150,E 58TH ST,10155,6464227765,American,7/1/16,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,7/1/16,9/27/17,Pre-permit (Operational) / Re-inspection,150 E 58TH ST,-73.9680109,40.7611007,"150 e 58th st, new york, ny 10155, usa"
41352188,WHISKEY TAVERN,MANHATTAN,79,BAXTER STREET,10013,2123749119,American,10/30/15,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,6,A,10/30/15,9/27/17,Cycle Inspection / Initial Inspection,79 BAXTER STREET,-73.9997432,40.7164694,"79 baxter st, new york, ny 10013, usa"
41418978,BAGEL EXPRESS III,MANHATTAN,340,3 AVENUE,10010,2122134700,Bagels/Pretzels,8/28/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,B,8/28/15,9/27/17,Cycle Inspection / Re-inspection,340 3 AVENUE,-117.0287321,46.417608,"340 3rd ave, lewiston, id 83501, usa"
50007352,RACINES,MANHATTAN,94,CHAMBERS ST,10007,2122273400,French,4/23/15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,4/23/15,9/27/17,Cycle Inspection / Re-inspection,94 CHAMBERS ST,-74.0075692,40.7145553,"94 chambers st, new york, ny 10007, usa"
50052221,MEI LAI WAH COFFEE SHOP,MANHATTAN,62-64,BAYARD ST,10013,2129667866,Chinese,2/23/17,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,19,,,9/27/17,Cycle Inspection / Initial Inspection,62-64 BAYARD ST,-73.9979923,40.7155666,"64 bayard st, new york, ny 10013, usa"
41204905,UPSTAIRS LOUNGE THE KIMBERLY HOTEL/ BISTANGO,MANHATTAN,145,EAST 50 STREET,10022,2127021667,American,9/19/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,9/27/17,Cycle Inspection / Initial Inspection,145 EAST 50 STREET,-93.2761285,44.9124304,"101-199 e 50th st, minneapolis, mn 55419, usa"
50054612,DIANNE & ELISABETH,MANHATTAN,644,10TH AVE,10036,9174727808,American,3/21/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,3/21/17,9/27/17,Pre-permit (Operational) / Initial Inspection,644 10TH AVE,-73.9936153,40.7617781,"644 10th ave, new york, ny 10036, usa"
40793607,CAFE SPICE,MANHATTAN,0,GRAND CENTRAL TERMINAL,10017,6462271300,Indian,2/23/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,2/23/16,9/27/17,Cycle Inspection / Re-inspection,0 GRAND CENTRAL TERMINAL,-79.9577155,39.6441964,"grand central station dr, morgantown, wv 26505, usa"
40732665,KATZ'S DELICATESSEN,MANHATTAN,205,EAST HOUSTON STREET,10002,2122542246,Delicatessen,11/10/14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,11/10/14,9/27/17,Cycle Inspection / Initial Inspection,205 EAST HOUSTON STREET,-73.9875029,40.7222166,"205 e houston st, new york, ny 10002, usa"
50001701,CHINA XIANG,MANHATTAN,360,W 42ND ST,10036,2129676088,Asian,7/24/15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,B,7/24/15,9/27/17,Cycle Inspection / Re-inspection,360 W 42ND ST,-73.9923782,40.7580804,"360 w 42nd st, new york, ny 10036, usa"
41308270,FRIEDMAN'S LUNCH,MANHATTAN,75,9 AVENUE,10011,2129297100,American,12/10/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,12/10/15,9/27/17,Cycle Inspection / Re-inspection,75 9 AVENUE,-74.0060838,40.7425548,"75 9th ave, new york, ny 10011, usa"
50003407,FUNG TU,MANHATTAN,22,ORCHARD ST,10002,2122198785,Chinese,1/4/17,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,NA,,,9/27/17,Smoke-Free Air Act / Initial Inspection,22 ORCHARD ST,-73.9914096,40.715337,"22 orchard st, new york, ny 10002, usa"
41143605,BOBBY VAN'S STEAKHOUSE,MANHATTAN,25,BROAD STREET,10004,2123448463,Steak,9/8/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,,,9/27/17,Cycle Inspection / Initial Inspection,25 BROAD STREET,-74.0111372,40.7060887,"25 broad st, new york, ny 10004, usa"
50010422,WOOD AND ALES,MANHATTAN,234,W 14TH ST,10011,2122060430,American,7/13/15,Violations were cited in the following area(s).,02G,Cold food item held above 41’äÎ_ F (smoked fish and reduced oxygen packaged foods above 38 ’äÎ_F) except during necessary preparation.,Critical,10,,,9/27/17,Cycle Inspection / Initial Inspection,234 W 14TH ST,-74.0015682,40.7391127,"234 w 14th st, new york, ny 10011, usa"
50047414,THE PICNIC BASKET,MANHATTAN,65,W 37TH ST,10018,2123822627,Other,6/5/17,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,09C,Food contact surface not properly maintained.,Not Critical,32,,,9/27/17,Cycle Inspection / Initial Inspection,65 W 37TH ST,-73.9858933,40.7517366,"65 w 37th st, new york, ny 10018, usa"
